graph6 string,levelable,minimized solution
H?ovDN{,F,NA
H?ovDNy,F,NA
H?ovDNu,F,NA
H?ovDNm,F,NA
H?ovDN],F,NA
H?ovDM},F,NA
H?ovDL},F,NA
H?ovDNx,F,NA
H?ovDNt,F,NA
H?ovDNl,F,NA
H?ovDN\,F,NA
H?ovDM|,F,NA
H?ovDL|,F,NA
H?ovDNr,F,NA
H?ovDNj,F,NA
H?ovDNZ,F,NA
H?ovDMz,F,NA
H?ovDLz,F,NA
H?ovDNf,F,NA
H?ovDNV,F,NA
H?ovDMv,F,NA
H?ovDLv,F,NA
H?ovDNN,F,NA
H?ovDMn,F,NA
H?ovDLn,F,NA
H?ovDM^,F,NA
H?ovDL^,F,NA
H?ovDK~,F,NA
H?ovDN},F,NA
H?ovDN|,F,NA
H?ovDNz,F,NA
H?ovDNv,F,NA
H?ovDNn,F,NA
H?ovDN^,F,NA
H?ovDM~,F,NA
H?ovDL~,F,NA
H?ovDN~,F,NA
H?ovCnw,F,NA
H?ovCns,F,NA
H?ovCnk,F,NA
H?ovCn[,F,NA
H?ovCm{,F,NA
H?ovCl{,F,NA
H?ovCnq,F,NA
H?ovCni,F,NA
H?ovCnY,F,NA
H?ovCmy,F,NA
H?ovCly,F,NA
H?ovCnU,F,NA
H?ovCmu,F,NA
H?ovClu,F,NA
H?ovCnM,F,NA
H?ovCmm,F,NA
H?ovCm],F,NA
H?ovCl],F,NA
H?ovCk},F,NA
H?ovCnp,F,NA
H?ovCnh,F,NA
H?ovCnX,F,NA
H?ovCmx,F,NA
H?ovClx,F,NA
H?ovCnd,F,NA
H?ovCnT,F,NA
H?ovCmt,F,NA
H?ovClt,F,NA
H?ovCnL,F,NA
H?ovCml,F,NA
H?ovCll,F,NA
H?ovCm\,F,NA
H?ovCl\,F,NA
H?ovCk|,F,NA
H?ovCnJ,F,NA
H?ovCmj,F,NA
H?ovClj,F,NA
H?ovCnF,F,NA
H?ovCmf,F,NA
H?ovClf,F,NA
H?ovCmV,F,NA
H?ovClV,F,NA
H?ovCmN,F,NA
H?ovClN,F,NA
H?ovCkn,F,NA
H?ovCk^,F,NA
H?ovCn{,F,NA
H?ovCny,F,NA
H?ovCnu,F,NA
H?ovCnm,F,NA
H?ovCn],F,NA
H?ovCm},F,NA
H?ovCl},F,NA
H?ovCnx,F,NA
H?ovCnt,F,NA
H?ovCnl,F,NA
H?ovCn\,F,NA
H?ovCm|,F,NA
H?ovCl|,F,NA
H?ovCnr,F,NA
H?ovCnj,F,NA
H?ovCnZ,F,NA
H?ovCmz,F,NA
H?ovClz,F,NA
H?ovCnf,F,NA
H?ovCnV,F,NA
H?ovCmv,F,NA
H?ovClv,F,NA
H?ovCnN,F,NA
H?ovCmn,F,NA
H?ovCln,F,NA
H?ovCm^,F,NA
H?ovCl^,F,NA
H?ovCk~,F,NA
H?ovCn},F,NA
H?ovCn|,F,NA
H?ovCnz,F,NA
H?ovCnv,F,NA
H?ovCnn,F,NA
H?ovCn^,F,NA
H?ovCm~,F,NA
H?ovCl~,F,NA
H?ovCn~,F,NA
H?ov@nw,F,NA
H?ov@ns,F,NA
H?ov@nk,F,NA
H?ov@n[,F,NA
H?ov@m{,F,NA
H?ov@nq,F,NA
H?ov@ni,F,NA
H?ov@nY,F,NA
H?ov@my,F,NA
H?ov@ne,F,NA
H?ov@nU,F,NA
H?ov@mu,F,NA
H?ov@mm,F,NA
H?ov@m],F,NA
H?ov@k},F,NA
H?ov@np,F,NA
H?ov@nh,F,NA
H?ov@nX,F,NA
H?ov@mx,F,NA
H?ov@nd,F,NA
H?ov@nT,F,NA
H?ov@mt,F,NA
H?ov@nL,F,NA
H?ov@ml,F,NA
H?ov@m\,F,NA
H?ov@k|,F,NA
H?ov@nJ,F,NA
H?ov@mj,F,NA
H?ov@nF,F,NA
H?ov@mf,F,NA
H?ov@mV,F,NA
H?ov@kv,F,NA
H?ov@mN,F,NA
H?ov@kn,F,NA
H?ov@k^,F,NA
H?ov@n{,F,NA
H?ov@ny,F,NA
H?ov@nu,F,NA
H?ov@nm,F,NA
H?ov@n],F,NA
H?ov@m},F,NA
H?ov@nx,F,NA
H?ov@nt,F,NA
H?ov@nl,F,NA
H?ov@n\,F,NA
H?ov@m|,F,NA
H?ov@nr,F,NA
H?ov@nj,F,NA
H?ov@nZ,F,NA
H?ov@mz,F,NA
H?ov@nf,F,NA
H?ov@nV,F,NA
H?ov@mv,F,NA
H?ov@nN,F,NA
H?ov@mn,F,NA
H?ov@m^,F,NA
H?ov@k~,F,NA
H?ov@n},F,NA
H?ov@n|,F,NA
H?ov@nz,F,NA
H?ov@nv,F,NA
H?ov@nn,F,NA
H?ov@n^,F,NA
H?ov@m~,F,NA
H?ov@n~,F,NA
H?ovC^w,F,NA
H?ovC^s,F,NA
H?ovC^k,F,NA
H?ovC^[,F,NA
H?ovC]{,F,NA
H?ovC\{,F,NA
H?ovC^i,F,NA
H?ovC^Y,F,NA
H?ovC]y,F,NA
H?ovC\y,F,NA
H?ovC\u,F,NA
H?ovC^M,F,NA
H?ovC]m,F,NA
H?ovC\m,F,NA
H?ovC]],F,NA
H?ovC\],F,NA
H?ovC[},F,NA
H?ovC^p,F,NA
H?ovC^h,F,NA
H?ovC]x,F,NA
H?ovC\x,F,NA
H?ovC^d,F,NA
H?ovC^T,F,NA
H?ovC]t,F,NA
H?ovC\t,F,NA
H?ovC^L,F,NA
H?ovC]l,F,NA
H?ovC\l,F,NA
H?ovC]\,F,NA
H?ovC\\,F,NA
H?ovC[|,F,NA
H?ovC]N,F,NA
H?ovC\N,F,NA
H?ovC^{,F,NA
H?ovC^y,F,NA
H?ovC^u,F,NA
H?ovC^m,F,NA
H?ovC^],F,NA
H?ovC]},F,NA
H?ovC\},F,NA
H?ovC^x,F,NA
H?ovC^t,F,NA
H?ovC^l,F,NA
H?ovC^\,F,NA
H?ovC]|,F,NA
H?ovC\|,F,NA
H?ovC^r,F,NA
H?ovC^j,F,NA
H?ovC^Z,F,NA
H?ovC]z,F,NA
H?ovC\z,F,NA
H?ovC^f,F,NA
H?ovC^V,F,NA
H?ovC]v,F,NA
H?ovC\v,F,NA
H?ovC^N,F,NA
H?ovC]n,F,NA
H?ovC\n,F,NA
H?ovC]^,F,NA
H?ovC\^,F,NA
H?ovC[~,F,NA
H?ovC^},F,NA
H?ovC^|,F,NA
H?ovC^z,F,NA
H?ovC^v,F,NA
H?ovC^n,F,NA
H?ovC^^,F,NA
H?ovC]~,F,NA
H?ovC\~,F,NA
H?ovC^~,F,NA
H?ov@^w,F,NA
H?ov@^s,F,NA
H?ov@^k,F,NA
H?ov@^[,F,NA
H?ov@]{,F,NA
H?ov@^Y,F,NA
H?ov@^e,F,NA
H?ov@^U,F,NA
H?ov@^M,F,NA
H?ov@]m,F,NA
H?ov@]],F,NA
H?ov@^p,F,NA
H?ov@^h,F,NA
H?ov@^d,F,NA
H?ov@^T,F,NA
H?ov@]t,F,NA
H?ov@^L,F,NA
H?ov@]l,F,NA
H?ov@[|,F,NA
H?ov@]N,F,NA
H?ov@[n,F,NA
H?ov@^{,F,NA
H?ov@^y,F,NA
H?ov@^u,F,NA
H?ov@^m,F,NA
H?ov@^],F,NA
H?ov@]},F,NA
H?ov@^x,F,NA
H?ov@^t,F,NA
H?ov@^l,F,NA
H?ov@^\,F,NA
H?ov@]|,F,NA
H?ov@^r,F,NA
H?ov@^j,F,NA
H?ov@^Z,F,NA
H?ov@]z,F,NA
H?ov@^f,F,NA
H?ov@^V,F,NA
H?ov@]v,F,NA
H?ov@^N,F,NA
H?ov@]n,F,NA
H?ov@]^,F,NA
H?ov@[~,F,NA
H?ov@^},F,NA
H?ov@^|,F,NA
H?ov@^z,F,NA
H?ov@^v,F,NA
H?ov@^n,F,NA
H?ov@^^,F,NA
H?ov@]~,F,NA
H?ov@^~,F,NA
H?ov?~w,F,NA
H?ov?~s,F,NA
H?ov?~k,F,NA
H?ov?~[,F,NA
H?ov?}{,F,NA
H?ov?~e,F,NA
H?ov?~M,F,NA
H?ov?}m,F,NA
H?ov?~p,F,NA
H?ov?~h,F,NA
H?ov?~X,F,NA
H?ov?}x,F,NA
H?ov?~d,F,NA
H?ov?~T,F,NA
H?ov?}t,F,NA
H?ov?~L,F,NA
H?ov?}l,F,NA
H?ov?}\,F,NA
H?ov?{|,F,NA
H?ov?}N,F,NA
H?ov?{n,F,NA
H?ov?{^,F,NA
H?ov?~{,F,NA
H?ov?~y,F,NA
H?ov?~u,F,NA
H?ov?~m,F,NA
H?ov?~],F,NA
H?ov?}},F,NA
H?ov?~x,F,NA
H?ov?~t,F,NA
H?ov?~l,F,NA
H?ov?~\,F,NA
H?ov?}|,F,NA
H?ov?~r,F,NA
H?ov?~j,F,NA
H?ov?~Z,F,NA
H?ov?}z,F,NA
H?ov?~f,F,NA
H?ov?~V,F,NA
H?ov?}v,F,NA
H?ov?~N,F,NA
H?ov?}n,F,NA
H?ov?}^,F,NA
H?ov?{~,F,NA
H?ov?~},F,NA
H?ov?~|,F,NA
H?ov?~z,F,NA
H?ov?~v,F,NA
H?ov?~n,F,NA
H?ov?~^,F,NA
H?ov?}~,F,NA
H?ov?~~,F,NA
H?ovFrw,F,NA
H?ovFrs,F,NA
H?ovFrk,F,NA
H?ovFq{,F,NA
H?ovFre,F,NA
H?ovFqm,F,NA
H?ovFr{,F,NA
H?ovFry,F,NA
H?ovFru,F,NA
H?ovFrm,F,NA
H?ovFr],F,NA
H?ovFq},F,NA
H?ovFrx,F,NA
H?ovFrt,F,NA
H?ovFrl,F,NA
H?ovFq|,F,NA
H?ovFrf,F,NA
H?ovFqn,F,NA
H?ovFr},F,NA
H?ovFr|,F,NA
H?ovFrz,F,NA
H?ovFrv,F,NA
H?ovFrn,F,NA
H?ovFr^,F,NA
H?ovFq~,F,NA
H?ovFr~,F,NA
H?ovFjs,F,NA
H?ovFjk,F,NA
H?ovFj{,F,NA
H?ovFjy,F,NA
H?ovFju,F,NA
H?ovFjm,F,NA
H?ovFj],F,NA
H?ovFi},F,NA
H?ovFjt,F,NA
H?ovFjl,F,NA
H?ovFj},F,NA
H?ovFj|,F,NA
H?ovFjz,F,NA
H?ovFjv,F,NA
H?ovFjn,F,NA
H?ovFj^,F,NA
H?ovFi~,F,NA
H?ovFj~,F,NA
H?ovFZk,F,NA
H?ovFZ{,F,NA
H?ovFZy,F,NA
H?ovFZu,F,NA
H?ovFZm,F,NA
H?ovFZ],F,NA
H?ovFY},F,NA
H?ovFZl,F,NA
H?ovFZ},F,NA
H?ovFZ|,F,NA
H?ovFZz,F,NA
H?ovFZv,F,NA
H?ovFZn,F,NA
H?ovFZ^,F,NA
H?ovFY~,F,NA
H?ovFZ~,F,NA
H?ovEzw,F,NA
H?ovEzs,F,NA
H?ovEzk,F,NA
H?ovEz[,F,NA
H?ovEy{,F,NA
H?ovEze,F,NA
H?ovEym,F,NA
H?ovEz{,F,NA
H?ovEzy,F,NA
H?ovEzu,F,NA
H?ovEzm,F,NA
H?ovEz],F,NA
H?ovEy},F,NA
H?ovEzx,F,NA
H?ovEzt,F,NA
H?ovEzl,F,NA
H?ovEz\,F,NA
H?ovEy|,F,NA
H?ovEzf,F,NA
H?ovEyn,F,NA
H?ovEz},F,NA
H?ovEz|,F,NA
H?ovEzz,F,NA
H?ovEzv,F,NA
H?ovEzn,F,NA
H?ovEz^,F,NA
H?ovEy~,F,NA
H?ovEz~,F,NA
H?ovDzs,F,NA
H?ovDzk,F,NA
H?ovDy{,F,NA
H?ovDx{,F,NA
H?ovDze,F,NA
H?ovDz{,F,NA
H?ovDzy,F,NA
H?ovDzu,F,NA
H?ovDzm,F,NA
H?ovDz],F,NA
H?ovDy},F,NA
H?ovDx},F,NA
H?ovDzt,F,NA
H?ovDzl,F,NA
H?ovDy|,F,NA
H?ovDx|,F,NA
H?ovDzf,F,NA
H?ovDz},F,NA
H?ovDz|,F,NA
H?ovDzz,F,NA
H?ovDzv,F,NA
H?ovDzn,F,NA
H?ovDz^,F,NA
H?ovDy~,F,NA
H?ovDx~,F,NA
H?ovDz~,F,NA
H?ovFfw,F,NA
H?ovFfs,F,NA
H?ovFfk,F,NA
H?ovFf[,F,NA
H?ovFe{,F,NA
H?ovFf{,F,NA
H?ovFfy,F,NA
H?ovFfu,F,NA
H?ovFfm,F,NA
H?ovFf],F,NA
H?ovFe},F,NA
H?ovFfx,F,NA
H?ovFft,F,NA
H?ovFfl,F,NA
H?ovFf\,F,NA
H?ovFe|,F,NA
H?ovFfr,F,NA
H?ovFfj,F,NA
H?ovFff,F,NA
H?ovFev,F,NA
H?ovFfN,F,NA
H?ovFen,F,NA
H?ovFf},F,NA
H?ovFf|,F,NA
H?ovFfz,F,NA
H?ovFfv,F,NA
H?ovFfn,F,NA
H?ovFf^,F,NA
H?ovFe~,F,NA
H?ovFf~,F,NA
H?ovFVw,F,NA
H?ovFVs,F,NA
H?ovFVk,F,NA
H?ovFV[,F,NA
H?ovFU{,F,NA
H?ovFV{,F,NA
H?ovFVy,F,NA
H?ovFVu,F,NA
H?ovFVm,F,NA
H?ovFV],F,NA
H?ovFU},F,NA
H?ovFVx,F,NA
H?ovFVt,F,NA
H?ovFVl,F,NA
H?ovFV\,F,NA
H?ovFU|,F,NA
H?ovFVj,F,NA
H?ovFVf,F,NA
H?ovFUn,F,NA
H?ovFV},F,NA
H?ovFV|,F,NA
H?ovFVz,F,NA
H?ovFVv,F,NA
H?ovFVn,F,NA
H?ovFV^,F,NA
H?ovFU~,F,NA
H?ovFV~,F,NA
H?ovEvw,F,NA
H?ovEvs,F,NA
H?ovEvk,F,NA
H?ovEv[,F,NA
H?ovEu{,F,NA
H?ovEv{,F,NA
H?ovEvy,F,NA
H?ovEvu,F,NA
H?ovEvm,F,NA
H?ovEv],F,NA
H?ovEu},F,NA
H?ovEvx,F,NA
H?ovEvt,F,NA
H?ovEvl,F,NA
H?ovEv\,F,NA
H?ovEu|,F,NA
H?ovEvr,F,NA
H?ovEvj,F,NA
H?ovEvZ,F,NA
H?ovEuz,F,NA
H?ovEvf,F,NA
H?ovEvV,F,NA
H?ovEuv,F,NA
H?ovEvN,F,NA
H?ovEun,F,NA
H?ovEu^,F,NA
H?ovEs~,F,NA
H?ovEv},F,NA
H?ovEv|,F,NA
H?ovEvz,F,NA
H?ovEvv,F,NA
H?ovEvn,F,NA
H?ovEv^,F,NA
H?ovEu~,F,NA
H?ovEv~,F,NA
H?ovDvw,F,NA
H?ovDvs,F,NA
H?ovDvk,F,NA
H?ovDv[,F,NA
H?ovDu{,F,NA
H?ovDt{,F,NA
H?ovDv{,F,NA
H?ovDvy,F,NA
H?ovDvu,F,NA
H?ovDvm,F,NA
H?ovDv],F,NA
H?ovDu},F,NA
H?ovDt},F,NA
H?ovDvx,F,NA
H?ovDvt,F,NA
H?ovDvl,F,NA
H?ovDv\,F,NA
H?ovDu|,F,NA
H?ovDt|,F,NA
H?ovDvr,F,NA
H?ovDvj,F,NA
H?ovDuz,F,NA
H?ovDtz,F,NA
H?ovDvf,F,NA
H?ovDvV,F,NA
H?ovDuv,F,NA
H?ovDtv,F,NA
H?ovDvN,F,NA
H?ovDun,F,NA
H?ovDtn,F,NA
H?ovDs~,F,NA
H?ovDv},F,NA
H?ovDv|,F,NA
H?ovDvz,F,NA
H?ovDvv,F,NA
H?ovDvn,F,NA
H?ovDv^,F,NA
H?ovDu~,F,NA
H?ovDt~,F,NA
H?ovDv~,F,NA
H?ovFNs,F,NA
H?ovFNk,F,NA
H?ovFN{,F,NA
H?ovFNy,F,NA
H?ovFNu,F,NA
H?ovFNm,F,NA
H?ovFN],F,NA
H?ovFM},F,NA
H?ovFNt,F,NA
H?ovFNl,F,NA
H?ovFNf,F,NA
H?ovFN},F,NA
H?ovFN|,F,NA
H?ovFNz,F,NA
H?ovFNv,F,NA
H?ovFNn,F,NA
H?ovFN^,F,NA
H?ovFM~,F,NA
H?ovFN~,F,NA
H?ovEnw,F,NA
H?ovEns,F,NA
H?ovEnk,F,NA
H?ovEn[,F,NA
H?ovEm{,F,NA
H?ovEn{,F,NA
H?ovEny,F,NA
H?ovEnu,F,NA
H?ovEnm,F,NA
H?ovEn],F,NA
H?ovEm},F,NA
H?ovEnx,F,NA
H?ovEnt,F,NA
H?ovEnl,F,NA
H?ovEn\,F,NA
H?ovEm|,F,NA
H?ovEnr,F,NA
H?ovEnj,F,NA
H?ovEnf,F,NA
H?ovEnV,F,NA
H?ovEmv,F,NA
H?ovEnN,F,NA
H?ovEmn,F,NA
H?ovEn},F,NA
H?ovEn|,F,NA
H?ovEnz,F,NA
H?ovEnv,F,NA
H?ovEnn,F,NA
H?ovEn^,F,NA
H?ovEm~,F,NA
H?ovEn~,F,NA
H?ovDnw,F,NA
H?ovDns,F,NA
H?ovDnk,F,NA
H?ovDn[,F,NA
H?ovDm{,F,NA
H?ovDl{,F,NA
H?ovDn{,F,NA
H?ovDny,F,NA
H?ovDnu,F,NA
H?ovDnm,F,NA
H?ovDn],F,NA
H?ovDm},F,NA
H?ovDl},F,NA
H?ovDnx,F,NA
H?ovDnt,F,NA
H?ovDnl,F,NA
H?ovDn\,F,NA
H?ovDm|,F,NA
H?ovDl|,F,NA
H?ovDnj,F,NA
H?ovDnf,F,NA
H?ovDmv,F,NA
H?ovDlv,F,NA
H?ovDnN,F,NA
H?ovDmn,F,NA
H?ovDln,F,NA
H?ovDn},F,NA
H?ovDn|,F,NA
H?ovDnz,F,NA
H?ovDnv,F,NA
H?ovDnn,F,NA
H?ovDn^,F,NA
H?ovDm~,F,NA
H?ovDl~,F,NA
H?ovDn~,F,NA
H?ovE^w,F,NA
H?ovE^s,F,NA
H?ovE^k,F,NA
H?ovE^[,F,NA
H?ovE]{,F,NA
H?ovE^{,F,NA
H?ovE^y,F,NA
H?ovE^u,F,NA
H?ovE^m,F,NA
H?ovE^],F,NA
H?ovE]},F,NA
H?ovE^x,F,NA
H?ovE^t,F,NA
H?ovE^l,F,NA
H?ovE^\,F,NA
H?ovE]|,F,NA
H?ovE^j,F,NA
H?ovE^f,F,NA
H?ovE^N,F,NA
H?ovE]n,F,NA
H?ovE^},F,NA
H?ovE^|,F,NA
H?ovE^z,F,NA
H?ovE^v,F,NA
H?ovE^n,F,NA
H?ovE^^,F,NA
H?ovE]~,F,NA
H?ovE^~,F,NA
H?ovD^s,F,NA
H?ovD^k,F,NA
H?ovD]{,F,NA
H?ovD\{,F,NA
H?ovD^{,F,NA
H?ovD^y,F,NA
H?ovD^u,F,NA
H?ovD^m,F,NA
H?ovD^],F,NA
H?ovD]},F,NA
H?ovD\},F,NA
H?ovD^t,F,NA
H?ovD^l,F,NA
H?ovD]|,F,NA
H?ovD\|,F,NA
H?ovD^f,F,NA
H?ovD]n,F,NA
H?ovD\n,F,NA
H?ovD^},F,NA
H?ovD^|,F,NA
H?ovD^z,F,NA
H?ovD^v,F,NA
H?ovD^n,F,NA
H?ovD^^,F,NA
H?ovD]~,F,NA
H?ovD\~,F,NA
H?ovD^~,F,NA
H?ovC~w,F,NA
H?ovC~s,F,NA
H?ovC~k,F,NA
H?ovC~[,F,NA
H?ovC}{,F,NA
H?ovC|{,F,NA
H?ovC~{,F,NA
H?ovC~y,F,NA
H?ovC~u,F,NA
H?ovC~m,F,NA
H?ovC~],F,NA
H?ovC}},F,NA
H?ovC|},F,NA
H?ovC~x,F,NA
H?ovC~t,F,NA
H?ovC~l,F,NA
H?ovC~\,F,NA
H?ovC}|,F,NA
H?ovC||,F,NA
H?ovC~r,F,NA
H?ovC~j,F,NA
H?ovC}z,F,NA
H?ovC|z,F,NA
H?ovC~f,F,NA
H?ovC~V,F,NA
H?ovC}v,F,NA
H?ovC|v,F,NA
H?ovC~N,F,NA
H?ovC}n,F,NA
H?ovC|n,F,NA
H?ovC}^,F,NA
H?ovC|^,F,NA
H?ovC{~,F,NA
H?ovC~},F,NA
H?ovC~|,F,NA
H?ovC~z,F,NA
H?ovC~v,F,NA
H?ovC~n,F,NA
H?ovC~^,F,NA
H?ovC}~,F,NA
H?ovC|~,F,NA
H?ovC~~,F,NA
H?ov@~w,F,NA
H?ov@~s,F,NA
H?ov@~k,F,NA
H?ov@~[,F,NA
H?ov@}{,F,NA
H?ov@~{,F,NA
H?ov@~y,F,NA
H?ov@~u,F,NA
H?ov@~m,F,NA
H?ov@~],F,NA
H?ov@}},F,NA
H?ov@~x,F,NA
H?ov@~t,F,NA
H?ov@~l,F,NA
H?ov@~\,F,NA
H?ov@}|,F,NA
H?ov@~r,F,NA
H?ov@~j,F,NA
H?ov@~f,F,NA
H?ov@~V,F,NA
H?ov@}v,F,NA
H?ov@~N,F,NA
H?ov@}n,F,NA
H?ov@{~,F,NA
H?ov@~},F,NA
H?ov@~|,F,NA
H?ov@~z,F,NA
H?ov@~v,F,NA
H?ov@~n,F,NA
H?ov@~^,F,NA
H?ov@}~,F,NA
H?ov@~~,F,NA
H?ovFz{,F,NA
H?ovFz},F,NA
H?ovFz|,F,NA
H?ovFz~,F,NA
H?ovFv{,F,NA
H?ovFvy,F,NA
H?ovFvu,F,NA
H?ovFvm,F,NA
H?ovFu},F,NA
H?ovFv},F,NA
H?ovFv|,F,NA
H?ovFvz,F,NA
H?ovFvv,F,NA
H?ovFvn,F,NA
H?ovFu~,F,NA
H?ovFv~,F,NA
H?ovFn{,F,NA
H?ovFnu,F,NA
H?ovFnm,F,NA
H?ovFn},F,NA
H?ovFn|,F,NA
H?ovFnv,F,NA
H?ovFnn,F,NA
H?ovFn~,F,NA
H?ovF^{,F,NA
H?ovF^m,F,NA
H?ovF^},F,NA
H?ovF^|,F,NA
H?ovF^n,F,NA
H?ovF^~,F,NA
H?ovE~{,F,NA
H?ovE~y,F,NA
H?ovE~u,F,NA
H?ovE~m,F,NA
H?ovE~],F,NA
H?ovE}},F,NA
H?ovE~},F,NA
H?ovE~|,F,NA
H?ovE~z,F,NA
H?ovE~v,F,NA
H?ovE~n,F,NA
H?ovE~^,F,NA
H?ovE}~,F,NA
H?ovE~~,F,NA
H?ovD~{,F,NA
H?ovD~u,F,NA
H?ovD~m,F,NA
H?ovD}},F,NA
H?ovD|},F,NA
H?ovD~},F,NA
H?ovD~|,F,NA
H?ovD~v,F,NA
H?ovD~n,F,NA
H?ovD}~,F,NA
H?ovD|~,F,NA
H?ovD~~,F,NA
H?ovF~},F,NA
H?ovF~~,F,NA
H?ouVBo,F,NA
H?ouVBg,F,NA
H?ouVBW,F,NA
H?ouVBc,F,NA
H?ouVBS,F,NA
H?ouVBK,F,NA
H?ouVAk,F,NA
H?ouVBI,F,NA
H?ouV?y,T,"[2.0, 2.0, 3.0, 2.0, 3.0, 2.0, 3.0, 3.0, 3.0]"
H?ouV?m,F,NA
H?ouV?],F,NA
H?ouVB`,F,NA
H?ouVBP,F,NA
H?ouVBH,F,NA
H?ouV?x,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 2.0, 2.0]"
H?ouV?l,F,NA
H?ouV?\,F,NA
H?ouVAJ,F,NA
H?ouV?j,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 2.0, 2.0]"
H?ouV?Z,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 2.0, 2.0]"
H?ouV?N,F,NA
H?ouVBw,F,NA
H?ouVBs,F,NA
H?ouVBk,F,NA
H?ouVB[,F,NA
H?ouVA{,F,NA
H?ouVBi,F,NA
H?ouVBY,F,NA
H?ouVAy,F,NA
H?ouVBM,F,NA
H?ouVAm,F,NA
H?ouVA],F,NA
H?ouV?},F,NA
H?ouVBp,F,NA
H?ouVBh,F,NA
H?ouVBX,F,NA
H?ouVAx,F,NA
H?ouVBd,F,NA
H?ouVBT,F,NA
H?ouVAt,F,NA
H?ouVBL,F,NA
H?ouVAl,F,NA
H?ouVA\,F,NA
H?ouV?|,F,NA
H?ouVBJ,F,NA
H?ouVAj,F,NA
H?ouVAZ,F,NA
H?ouV?z,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 2.0, 2.0]"
H?ouVAN,F,NA
H?ouV?n,F,NA
H?ouV?^,F,NA
H?ouVB{,F,NA
H?ouVBy,F,NA
H?ouVBm,F,NA
H?ouVB],F,NA
H?ouVA},F,NA
H?ouVBx,F,NA
H?ouVBt,F,NA
H?ouVBl,F,NA
H?ouVB\,F,NA
H?ouVA|,F,NA
H?ouVBj,F,NA
H?ouVBZ,F,NA
H?ouVAz,F,NA
H?ouVBN,F,NA
H?ouVAn,F,NA
H?ouVA^,F,NA
H?ouV?~,F,NA
H?ouVB},F,NA
H?ouVB|,F,NA
H?ouVBz,F,NA
H?ouVBn,F,NA
H?ouVB^,F,NA
H?ouVA~,F,NA
H?ouVB~,F,NA
H?ouT`o,F,NA
H?ouTbg,F,NA
H?ouTaw,F,NA
H?ouTas,F,NA
H?ouT`s,F,NA
H?ouTbK,F,NA
H?ouTak,F,NA
H?ouT_{,F,NA
H?ouTai,F,NA
H?ouT`i,F,NA
H?ouT_y,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 2.0, 2.0]"
H?ouTaM,F,NA
H?ouT`M,F,NA
H?ouT_m,F,NA
H?ouT`p,F,NA
H?ouTbH,F,NA
H?ouT`h,F,NA
H?ouT_x,F,NA
H?ouT`d,F,NA
H?ouT`L,F,NA
H?ouT_l,F,NA
H?ouTaJ,F,NA
H?ouT`J,F,NA
H?ouT_j,F,NA
H?ouT_N,F,NA
H?ouTbw,F,NA
H?ouTbs,F,NA
H?ouTbk,F,NA
H?ouTa{,F,NA
H?ouT`{,F,NA
H?ouTbi,F,NA
H?ouTay,F,NA
H?ouT`y,F,NA
H?ouTbM,F,NA
H?ouTam,F,NA
H?ouT`m,F,NA
H?ouT_},F,NA
H?ouTbp,F,NA
H?ouTbh,F,NA
H?ouTax,F,NA
H?ouT`x,F,NA
H?ouTbd,F,NA
H?ouTat,F,NA
H?ouT`t,F,NA
H?ouTbL,F,NA
H?ouTal,F,NA
H?ouT`l,F,NA
H?ouT_|,F,NA
H?ouTbJ,F,NA
H?ouTaj,F,NA
H?ouT`j,F,NA
H?ouT_z,F,NA
H?ouTaN,F,NA
H?ouT`N,F,NA
H?ouT_n,F,NA
H?ouTb{,F,NA
H?ouTby,F,NA
H?ouTbm,F,NA
H?ouTa},F,NA
H?ouT`},F,NA
H?ouTbx,F,NA
H?ouTbt,F,NA
H?ouTbl,F,NA
H?ouTa|,F,NA
H?ouT`|,F,NA
H?ouTbj,F,NA
H?ouTaz,F,NA
H?ouT`z,F,NA
H?ouTbN,F,NA
H?ouTan,F,NA
H?ouT`n,F,NA
H?ouT_~,F,NA
H?ouTb},F,NA
H?ouTb|,F,NA
H?ouTbz,F,NA
H?ouTbn,F,NA
H?ouTa~,F,NA
H?ouT`~,F,NA
H?ouTb~,F,NA
H?ouPjo,F,NA
H?ouPjg,F,NA
H?ouPiw,F,NA
H?ouPjK,F,NA
H?ouPik,F,NA
H?ouPjI,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0]"
H?ouPii,F,NA
H?ouPgy,F,NA
H?ouPiM,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 2.0]"
H?ouPgm,F,NA
H?ouPgN,F,NA
H?ouPjw,F,NA
H?ouPjk,F,NA
H?ouPji,F,NA
H?ouPiy,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 2.0]"
H?ouPjM,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0]"
H?ouPim,F,NA
H?ouPg},F,NA
